"human","ncbi","mlog10QvalxFC","ENTREZID"
"MYO15A","LOC107388943",-0.168659312461752,"51168"
"MYO15B","LOC107374439",0.718496700274419,"80022"
"MYO15B","LOC107396700",1.51899532974861,"80022"
"MYO16","myo16",-1.99726778469427,"23026"
"MYO18A","myo18a",0.510914471227425,"399687"
"MYO18A","LOC107386592",0.13359060950277,"399687"
"MYO18B","myo18b",-0.223806548591971,"84700"
"MYO19","LOC107387080",-0.0215015565343882,"80179"
"MYO19","LOC107387051",-0.139496405335844,"80179"
"MYO1B","myo1b",-0.000627914512084311,"4430"
"MYO1C","LOC107386536",0.00400846534918134,"4641"
"MYO1C","myo1c",0.0308257979839128,"4641"
"MYO1D","myo1d",-0.844208927926919,"4642"
"MYO1D","LOC107394947",-0.0408587586415401,"4642"
"MYO1E","myo1e",-0.39945993183154,"4643"
"MYO1E","LOC107379006",0.186520627354084,"4643"
"MYO1F","LOC107392876",-0.186269802015982,"4542"
"MYO1H","LOC107393833",-0.921816526745137,"283446"
"MYO1H","LOC107373543",0.309730338051417,"283446"
"MYO3B","myo3b",-0.000842060281803673,"140469"
"MYO5A","LOC107393298",-2.56846009070917,"4644"
"MYO5A","LOC107397175",0.254188972701178,"4644"
"MYO5A","myo5a",0.0540709073782753,"4644"
"MYO5B","myo5b",-0.0426345743008347,"4645"
"MYO5B","LOC107372767",0.146105691278436,"4645"
"MYO5B","LOC107374646",-0.547303273988731,"4645"
"MYO5B","LOC107373481",2.17775887396887,"4645"
"MYO5C","myo5c",0.727494927046247,"55930"
"MYO6","myo6",-3.14966743177833e-07,"4646"
"MYO6","LOC107392260",-0.0688886937133264,"4646"
"MYO7A","LOC107387434",0.471988693556736,"4647"
"MYO7A","LOC107384303",0.62420147014869,"4647"
"MYO7A","LOC107387112",-0.0756062500575589,"4647"
"MYO7A","LOC107396139",0.0491375643467416,"4647"
"MYO9A","myo9a",0.0114102227158225,"4649"
"MYO9B","myo9b",2.95814410075745e-05,"4650"
"MYO9B","LOC107383591",0.44340641620028,"4650"
"MYOC","myoc",-0.074705887293591,"4653"
"MYOC","LOC107384379",-0.0053192118198025,"4653"
"MYOCD","LOC107397352",-0.00303847719782729,"93649"
"MYOD1","myod1",0.374857750587719,"4654"
"MYOF","myof",0.399534743160065,"26509"
"MYOF","LOC107387538",-0.0155018720785654,"26509"
"MYOM2","LOC107382447",0.0163985894906966,"9172"
"MYOM2","LOC107381855",0.147320827833776,"9172"
"MYOM2","LOC107383784",-2.14485614560438,"9172"
"MYOM2","myom1",0.483181037594481,"9172"
"MYOM3","myom3",-1.65848492032397,"127294"
"MYOT","LOC107385420",0.685946961426034,"9499"
"MYOZ1","LOC107375863",-0.0161372716098419,"58529"
"MYOZ2","myoz2",-1.18395020221919,"51778"
"MYOZ2","LOC107387747",-0.00294078077207347,"51778"
"MYOZ2","LOC107375313",0.0536082333184357,"51778"
"MYOZ2","myoz3",-0.119204732598188,"51778"
"MYPN","mypn",0.223486280238825,"84665"
"MYPN","palld",0.155150334282792,"84665"
"MYPOP","LOC107378646",-0.00340146731127761,"339344"
"MYRF","myrf",0.228221027893364,"745"
"MYRFL","myrfl",0.615071007856594,"196446"
"MYRIP","LOC107382950",-1.30214677354656,"25924"
"MYRIP","LOC107383760",0.044796339985742,"25924"
"MYSM1","mysm1",0.0899799585726834,"114803"
"MYT1","LOC107390541",0.0102202014887002,"4661"
"MYT1","LOC107396515",0.0630085816668581,"4661"
"MYT1L","LOC107378206",-0.116580070030116,"23040"
"MYT1L","myt1l",0.446932670035258,"23040"
"MYZAP","gcom1",0.105779340753057,"100820829"
"MZF1","LOC107376319",0.3029571870177,"7593"
"MZF1","LOC107395596",-0.0088014517486345,"7593"
"MZT1","mzt1",0.00811357552941335,"440145"
"MZT2B","LOC107374823",-0.00070305410564719,"80097"
"N4BP1","n4bp1",0.000982410243869964,"9683"
"N4BP1","LOC107376990",0.0700148070456242,"9683"
"N4BP2","n4bp2",0.0216977182232527,"55728"
"N4BP2L1","LOC107380243",-0.115601832034592,"90634"
"N6AMT1","n6amt1",0.0381812089349932,"29104"
"NAA10","naa10",0.000916136955985727,"8260"
"NAA15","naa15",-1.80506281950158e-06,"80155"
"NAA20","naa20",0.173486644853402,"51126"
"NAA25","naa25",-0.130856572135834,"80018"
"NAA30","naa30",0.000463424074428175,"122830"
"NAA35","naa35",-0.0394474802171634,"60560"
"NAA38","naa38",-0.0682751985512963,"84316"
"NAA40","naa40",0.0557513220227815,"79829"
"NAA50","naa50",-0.0329984027764202,"80218"
"NAA60","naa60",0.00110909578705579,"79903"
"NAAA","naaa",-0.514653103600722,"27163"
"NAALAD2","folh1b",0.00935903485390282,"10003"
"NAALADL1","naaladl1",-0.72511497807281,"10004"
"NAALADL2","LOC107373544",-0.202297890926322,"254827"
"NAALADL2","naaladl2",-0.0406668206631347,"254827"
"NAB1","nab1",1.56541513773963,"4664"
"NAB2","nab2",-0.086917477421517,"4665"
"NABP1","LOC107389374",-0.0443269516516763,"64859"
"NACA2","naca",0.712467465295636,"342538"
"NACAD","LOC107379656",1.72032729743209e-05,"23148"
"NACC1","LOC107376629",-0.318638124054367,"112939"
"NACC1","nacc1",-0.0061720153057446,"112939"
"NACC2","LOC107386173",0.389919674621135,"138151"
"NACC2","LOC107374665",0.113937634909746,"138151"
"NADK","LOC107383610",-1.47174928042993,"65220"
"NADK","nadk",-0.3304008206138,"65220"
"NADK2","nadk2",0.061098896608282,"133686"
"NADSYN1","nadsyn1",0.0252111737488667,"55191"
"NAE1","nae1",3.49412172226906e-05,"8883"
"NAF1","naf1",-0.075438422307963,"92345"
"NAGA","naga",-0.0269912489912876,"4668"
"NAGK","nagk",-0.0686346670002884,"55577"
"NAGK","LOC107378164",-0.0243143821931361,"55577"
"NAGLU","naglu",-0.0101049087642018,"4669"
"NAGPA","nagpa",-0.0441924529579565,"51172"
"NAGS","nags",-0.304485475205675,"162417"
"NAIF1","naif1",-0.0127137733511765,"203245"
"NAIF1","LOC107386324",0.000226424836465819,"203245"
"NAIF1","LOC107379851",0.481806200614408,"203245"
"NALCN","nalcn",0.329208484377546,"259232"
"NAMPT","nampt",-0.141122191414352,"10135"
"NANOGP8","LOC107382707",-0.00306949998704947,"388112"
"NANOS1","LOC107391885",-0.0861283581018014,"340719"
"NANOS1","LOC107380232",0.0320919603375001,"340719"
"NANOS2","LOC107382838",-6.48171551643941,"339345"
"NANP","nanp",-0.0501010962840985,"140838"
"NANS","LOC107390934",1.44272851861054,"54187"
"NANS","LOC107390917",0.0176222353119471,"54187"
"NAP1L1","nap1l1",0.838192726342582,"4673"
"NAP1L4","LOC107389025",-0.012615300373547,"4676"
"NAPA","napa",-0.261003740450438,"8775"
"NAPB","LOC107376108",0.00134701077011585,"63908"
"NAPB","LOC107378120",0.338540703218921,"63908"
"NAPEPLD","napepld",0.0119486748316021,"222236"
"NAPEPLD","LOC107374035",0.613476537507174,"222236"
"NAPG","napg",-0.00830505241211372,"8774"
"NAPRT","naprt",0.197402056703939,"93100"
"NARF","narf",0.0105513808058106,"26502"
"NARS2","nars2",-0.00167224342210302,"79731"
"NASP","LOC107392957",-0.0546111991301263,"4678"
"NASP","LOC107384410",-0.300447095410599,"4678"
"NAT1","LOC107382082",-0.20551394171145,"9"
"NAT10","nat10",0.245932822346959,"55226"
"NAT14","nat14",-0.000118358239694849,"57106"
"NAT16","LOC107379026",-0.044149153968307,"375607"
"NAT16","nat16",-1.58354244194632,"375607"
"NAT8","LOC107385408",0.255709735782757,"9027"
"NAT8","LOC107391882",-0.0113351181524731,"9027"
"NAT8","LOC107391881",0.0193306156394828,"9027"
"NAT8L","LOC107390441",-0.167281249152211,"339983"
"NAT8L","nat8l",0.326581109156058,"339983"
"NAT9","nat9",-0.00389298258796007,"26151"
"NATD1","LOC107395334",-0.228041801720019,"256302"
"NATD1","natd1",-0.073634376205285,"256302"
"NAV1","LOC107385033",0.594669334680792,"89796"
"NAV1","nav1",4.68264469320785,"89796"
"NAV2","nav2",0.156283325110721,"89797"
"NAV3","nav3",0.0645792654274022,"89795"
"NBAS","nbas",1.16961472746725,"51594"
"NBEA","LOC107380235",-7.55266186509546,"26960"
"NBEA","nbea",1.36460418630512,"26960"
"NBEA","LOC107380234",-0.00380252395486608,"26960"
"NBEAL1","LOC107395718",0.0529310995274822,"65065"
"NBEAL1","nbeal1",0.714029395760521,"65065"
"NBEAL2","LOC107374244",1.98667079274951,"23218"
"NBEAL2","LOC107372613",0.652596106497458,"23218"
"NBEAL2","LOC107373511",0.0251772764716655,"23218"
"NBEAL2","LOC107373029",-0.120906517045837,"23218"
"NBEAL2","LOC107373755",-0.171058134596677,"23218"
"NBN","nbn",0.0473621294692628,"4683"
"NBR1","nbr1",0.000133166387410075,"4077"
"NCAM1","ncam1",-0.475534578560549,"4684"
"NCAM1","LOC107387208",0.158131067324818,"4684"
"NCAM1","LOC107378805",-1.31897360752577,"4684"
"NCAM2","ncam2",0.0743489875872652,"4685"
"NCAN","ncan",-0.0029453183019772,"1463"
"NCAN","LOC107397383",-10.2877297276231,"1463"
"NCAN","LOC107376776",-0.0201438867879835,"1463"
"NCAN","LOC107384087",0.00873266434361165,"1463"
"NCAPD2","ncapd2",-0.551015372615942,"9918"
"NCAPD3","ncapd3",-1.12046783578074,"23310"
"NCAPG","ncapg",-0.108322756738096,"64151"
"NCAPG2","ncapg2",-0.36833375500528,"54892"
"NCAPH","ncaph",-0.0308778883244448,"23397"
"NCAPH2","LOC107372694",0.0162025825581716,"29781"
"NCBP1","ncbp1",-0.0120679818450873,"4686"
"NCBP2","ncbp2",0.00112843445789822,"22916"
"NCBP3","ncbp3",6.64458261211267e-06,"55421"
"NCCRP1","nccrp1",0.0284507969786738,"342897"
"NCDN","ncdn",0.0270137201527491,"23154"
"NCEH1","nceh1",-0.000522996791623923,"57552"
"NCEH1","LOC107383106",-0.13005557989536,"57552"
"NCF1","ncf1",-0.38744155037887,"653361"
"NCF2","LOC107395898",0.210984143508535,"4688"
"NCF2","LOC107372978",0.00362521000154092,"4688"
"NCF2","ncf2",-0.0914227043551832,"4688"
"NCF4","ncf4",0.064520427894884,"4689"
"NCK1","nck1",-0.00189347918246303,"4690"
"NCK2","nck2",0.0772407374718449,"8440"
"NCKAP1","nckap1",-0.00507793406530075,"10787"
"NCKAP1L","nckap1l",-3.07596886814806,"3071"
"NCKAP5","LOC107396311",-0.0358029273037575,"344148"
"NCKAP5","LOC107377236",2.42728246015434,"344148"
"NCKAP5L","nckap5l",-0.00293816418887894,"57701"
"NCKIPSD","nckipsd",-0.0135933096148049,"51517"
"NCL","LOC107397018",0.00436836306018372,"4691"
"NCL","ncl",0.0376613221191203,"4691"
"NCLN","ncln",0.00998250594341643,"56926"
"NCLN","LOC107385492",1.62005008270192,"56926"
"NCOA1","ncoa1",0.940485903484132,"8648"
"NCOA2","LOC107383425",0.187212586483058,"10499"
"NCOA2","ncoa2",1.76342007593486,"10499"
"NCOA3","LOC107391157",0.898598074317315,"8202"
"NCOA3","LOC107385881",0.138454197930819,"8202"
"NCOA4","ncoa4",-0.00806595856246332,"8031"
"NCOA5","ncoa5",-0.0355296501614492,"57727"
"NCOA5","LOC107389138",0.000819656268480707,"57727"
"NCOA6","ncoa6",-0.000200490312485294,"23054"
"NCOA7","LOC107378795",-1.83099264885895,"135112"
"NCOA7","LOC107378794",-0.113492404492005,"135112"
"NCOA7","LOC107378797",0.0786501049941395,"135112"
"NCOA7","LOC107377463",-0.0278436091683292,"135112"
"NCOR1","ncor1",0.663255838515004,"9611"
"NCOR2","ncor2",0.0329565167851421,"9612"
"NCS1","ncs1",0.238202180030319,"23413"
"NCSTN","ncstn",-0.200368106604909,"23385"
"NDC1","ndc1",-0.142803591221464,"55706"
"NDC80","ndc80",-0.273576089635377,"10403"
"NDE1","LOC107373693",-0.168781947723203,"54820"
"NDE1","nde1",-0.147668944795641,"54820"
"NDEL1","ndel1",0.136357927420901,"81565"
"NDEL1","LOC107387472",-0.00735393645124623,"81565"
"NDFIP1","ndfip1",-0.287625200141662,"80762"
"NDFIP1","LOC107375081",-0.350641057224628,"80762"
"NDFIP2","ndfip2",-0.114895125519738,"54602"
"NDNF","ndnf",0.00323027562026068,"79625"
"NDNF","LOC107375938",-0.486154786403529,"79625"
"NDOR1","ndor1",0.0540088825517133,"27158"
"NDP","ndp",-0.161011050987067,"4693"
"NDRG1","LOC107394376",-0.722817887464833,"10397"
"NDRG1","ndrg1",-0.159213997164075,"10397"
"NDRG2","LOC107377144",0.0398169589648796,"57447"
"NDRG3","LOC107391506",-0.0713422551392789,"57446"
"NDRG3","ndrg3",0.0471794258830263,"57446"
"NDRG4","ndrg4",-0.00275614208204442,"65009"
"NDST1","LOC107375739",-0.0295241578380381,"3340"
"NDST4","LOC107375212",-1.74399287765976,"64579"
"NDUFA1","ndufa1",-0.01917084740234,"4694"
"NDUFA10","ndufa10",0.0103487642201941,"4705"
"NDUFA11","ndufa11",0.00464709483949578,"126328"
"NDUFA12","ndufa12",0.0849742807933533,"55967"
"NDUFA13","ndufa13",-0.00390075847590419,"51079"
"NDUFA2","ndufa2",0.0504484664716726,"4695"
"NDUFA3","ndufa3",0.00235274767296087,"4696"
"NDUFA4","LOC107390608",-0.261120482654297,"4697"
"NDUFA4","LOC107378524",-0.126557877188166,"4697"
"NDUFA4","LOC107387929",0.0629991248664011,"4697"
"NDUFA5","ndufa5",0.00487408585216544,"4698"
"NDUFA6","ndufa6",0.00023636659690566,"4700"
"NDUFA8","ndufa8",-0.00100068817487837,"4702"
"NDUFA9","ndufa9",-0.0876456647158991,"4704"
"NDUFAB1","ndufab1",0.0221051209681388,"4706"
"NDUFAF1","ndufaf1",0.155117556769274,"51103"
"NDUFAF2","ndufaf2",-0.0887128694577471,"91942"
"NDUFAF3","ndufaf3",-0.0139748337138356,"25915"
"NDUFAF4","ndufaf4",6.27222110551851e-05,"29078"
"NDUFAF5","ndufaf5",-0.0624448586937474,"79133"
"NDUFAF5","LOC107374436",-0.00307885415346884,"79133"
"NDUFAF5","LOC107389394",-0.0501376567759954,"79133"
"NDUFAF6","ndufaf6",0.351432094947788,"137682"
"NDUFAF7","ndufaf7",-0.0163605140539675,"55471"
"NDUFB10","ndufb10",-0.0730651428937535,"4716"
"NDUFB11","ndufb11",-0.0256189853465331,"54539"
"NDUFB2","ndufb2",-0.00821713595614824,"4708"
"NDUFB3","ndufb3",-0.0105794732718721,"4709"
"NDUFB4","ndufb4",2.33557461719052e-05,"4710"
"NDUFB5","ndufb5",-0.00153094109064878,"4711"
"NDUFB6","ndufb6",0.432390212047069,"4712"
"NDUFB7","ndufb7",0.00133828951698944,"4713"
"NDUFB8","ndufb8",-0.0279450122785686,"4714"
"NDUFB9","ndufb9",0.00488463973499839,"4715"
"NDUFC1","ndufc1",0.0819742952742123,"4717"
"NDUFC2","LOC107380192",-0.168961821804529,"4718"
"NDUFS1","ndufs1",-0.304492815577917,"4719"
"NDUFS1","LOC107380909",0.000809836432059074,"4719"
"NDUFS2","ndufs2",-0.000956122812054219,"4720"
"NDUFS3","ndufs3",0.258186143787266,"4722"
"NDUFS4","ndufs4",-0.306162494551951,"4724"
"NDUFS5","ndufs5",-0.0038653856756525,"4725"
"NDUFS6","ndufs6",-0.0421477025357078,"4726"
"NDUFS7","ndufs7",-0.00614354565302046,"374291"
"NDUFS8","ndufs8",0.00458093223034932,"4728"
"NDUFV1","ndufv1",0.00658163533939322,"4723"
"NDUFV2","ndufv2",-0.000288451127192978,"4729"
"NDUFV3","LOC107389546",0.0103284025282257,"4731"
"NEB","LOC107383139",2.0396648609452,"4703"
"NEB","neb",0.00252120339833681,"4703"
"NEBL","LOC107374720",0.904270129094719,"10529"
"NECAB1","LOC107397255",0.177614723515942,"64168"
"NECAB1","LOC107390721",-0.32517467943495,"64168"
"NECAB1","LOC107385369",-0.229103163844863,"64168"
"NECAB2","necab2",-0.163273719634477,"54550"
"NECAP1","LOC107385786",-0.00167531711258571,"25977"
"NECAP1","LOC107379412",0.106050782303764,"25977"
"NECAP1","LOC107394844",-4.3996290496085,"25977"
"NEDD1","nedd1",-0.0451548092889992,"121441"
"NEDD4","nedd4",0.000789123908275348,"4734"
"NEDD4L","nedd4l",-1.43248155547813,"23327"
"NEDD8","nedd8",-0.0473145666287465,"4738"
"NEDD8","LOC107384241",-0.00286735034028072,"4738"
"NEDD9","nedd9",0.284839675816231,"4739"
"NEDD9","LOC107377276",-0.363529154573883,"4739"
"NEFH","nefh",-0.00431699774862198,"4744"
"NEFL","nefl",0.0330654590208002,"4747"
"NEFL","LOC107396989",-0.463549595333067,"4747"
"NEFL","LOC107391886",-1.26080475707307,"4747"
"NEFM","nefm",4.43004107157438,"4741"
"NEFM","LOC107376048",-0.139602906266589,"4741"
"NEGR1","negr1",3.46999041928819,"257194"
"NEGR1","LOC107372733",0.0173825860494546,"257194"
"NEIL1","neil1",0.120399392587224,"79661"
"NEIL3","neil3",-0.0017294098680895,"55247"
"NEK1","LOC107376214",0.00572590491624773,"4750"
"NEK1","nek1",0.413310088281598,"4750"
"NEK10","nek10",-0.483510582708608,"152110"
"NEK2","nek2",-1.35676031328883,"4751"
"NEK3","nek3",-1.04666305355029,"4752"
"NEK4","nek4",0.965233557600986,"6787"
"NEK5","nek5",-0.13953151602617,"341676"
"NEK6","LOC107394865",-0.304430785991349,"10783"
"NEK7","LOC107392840",0.0110137584512972,"140609"
"NEK8","nek8",0.00527517861319766,"284086"
"NEK9","nek9",-0.0743903219963854,"91754"
"NELFA","nelfa",0.105111508498092,"7469"
"NELFB","nelfb",-0.100424006130948,"25920"
"NELFCD","nelfcd",-0.0102652719370053,"51497"
"NELFE","nelfe",-0.348748157909174,"7936"
"NELL1","nell1",-3.99464484684615,"4745"
"NELL2","nell2",-5.49125197466066,"4753"
"NEMF","nemf",0.00121027007773101,"9147"
"NEMP1","nemp1",-0.0119860771440506,"23306"
"NENF","nenf",-0.0035489137206525,"29937"
"NEO1","neo1",1.84155862984048,"4756"
"NEO1","LOC107378675",0.158977419527161,"4756"
"NES","nes",-0.414638289936449,"10763"
"NET1","LOC107388462",-3.71885161940414,"10276"
"NET1","LOC107397051",-0.00279648113033045,"10276"
"NETO1","neto1",0.0259737867678829,"81832"
"NETO2","neto2",-1.48734028630679,"81831"
"NEU1","LOC107394513",-0.687666512162759,"4758"
"NEU1","LOC107394512",-0.180656268455102,"4758"
"NEU3","LOC107386436",0.175631423569739,"10825"
"NEU3","LOC107385788",-0.00394243579602662,"10825"
"NEU3","LOC107392319",-0.311730907745176,"10825"
"NEU4","neu4",0.0633010358387444,"129807"
"NEURL1","LOC107394497",0.907267284424369,"9148"
"NEURL1","LOC107376004",0.60990815136416,"9148"
"NEURL1B","neurl1b",0.0691085947258394,"54492"
"NEURL2","neurl2",-0.455783752218043,"140825"
"NEURL3","LOC107393732",-0.774860111623965,"93082"
"NEURL4","neurl4",0.418483239617728,"84461"
"NEUROD1","neurod1",1.47661139226203,"4760"
"NEUROD2","LOC107387580",-4.0793258442436,"4761"
"NEUROD2","LOC107378588",-0.00303847719782729,"4761"
"NEUROG1","neurog1",-0.00313477336865292,"4762"
"NEXN","nexn",0.987281390049576,"91624"
"NF1","LOC107387520",0.56630378953317,"4763"
"NF1","nf1",0.10973191201761,"4763"
"NF2","nf2",0.00567046305683972,"4771"
"NF2","LOC107386866",0.20523304574271,"4771"
"NFASC","nfasc",0.0138528325423232,"23114"
"NFASC","LOC107390486",-0.503735248138604,"23114"
"NFAT5","LOC107388908",-0.00381518525828082,"10725"
"NFAT5","LOC107381349",0.111082615844178,"10725"
"NFATC1","nfatc1",-0.183681641651397,"4772"
"NFATC1","LOC107394905",0.00370339722976707,"4772"
"NFATC2","LOC107385406",-1.25823038127141,"4773"
"NFATC2","nfatc2",0.980909313629945,"4773"
"NFATC2IP","nfatc2ip",-0.241788590773912,"84901"
"NFATC3","nfatc3",0.0165132390610162,"4775"
"NFATC3","LOC107388393",0.3205424922835,"4775"
"NFATC4","nfatc4",-0.0424927360610473,"4776"
"NFE2L1","LOC107396557",0.170180903509125,"4779"
"NFE2L1","nfe2l1",0.00122189161975497,"4779"
"NFE2L2","nfe2l2",0.145927298995154,"4780"
"NFE2L2","nfe2",-0.84508246612527,"4780"
"NFE2L3","nfe2l3",-0.074709677054407,"9603"
"NFIA","nfia",0.70949566169829,"4774"
"NFIB","nfib",0.455607684739091,"4781"
"NFIC","nfic",-0.00311775750226045,"4782"
"NFIL3","LOC107395426",0.181280987902703,"4783"
"NFIL3","LOC107395427",-0.22723122396557,"4783"
"NFIL3","nfil3",0.0921402182423272,"4783"
"NFIL3","LOC107392988",-0.578903762470215,"4783"
"NFIL3","LOC107392996",0.357882702820851,"4783"
"NFIX","LOC107396406",0.0525901327535247,"4784"
"NFIX","LOC107397008",-0.00556335229298774,"4784"
"NFIX","nfix",-0.271707022452816,"4784"
"NFKB1","nfkb1",0.298032261386106,"4790"
"NFKB2","nfkb2",0.00112397271259651,"4791"
"NFKBIA","nfkbia",0.00353879966947333,"4792"
"NFKBIA","LOC107396025",0.072693838122077,"4792"
"NFKBID","nfkbid",-0.0160474663052178,"84807"
"NFKBIE","nfkbie",-0.0478099429750702,"4794"
"NFKBIL1","nfkbil1",-0.374794853580632,"4795"
"NFKBIZ","LOC107380765",0.249914170496278,"64332"
"NFKBIZ","LOC107377248",0.087575104692799,"64332"
"NFRKB","nfrkb",0.108748421389493,"4798"
"NFS1","nfs1",0.108706179960095,"9054"
"NFU1","LOC107375705",0.00352168389504427,"27247"
"NFU1","LOC107393744",-0.357255382255511,"27247"
"NFX1","nfx1",-0.255415774845005,"4799"
"NFXL1","nfxl1",0.171706884853257,"152518"
"NFYA","nfya",-0.0151661277571422,"4800"
"NFYB","nfyb",-0.110290239304793,"4801"
"NFYC","nfyc",-3.8075624252111e-05,"4802"
"NGB","ngb",-0.0509430272985452,"58157"
"NGDN","ngdn",9.19243390343053e-05,"25983"
"NGEF","LOC107397292",0.223363382606678,"25791"
"NGF","LOC107390964",0.0629172372294063,"4803"
"NGFR","LOC107387921",0.067921181909821,"4804"
"NGLY1","ngly1",-0.0707329997302448,"55768"
"NGRN","ngrn",-0.0707995099440033,"51335"
"NHEJ1","nhej1",-0.0449501600024334,"79840"
"NHLH2","nhlh2",-0.00309251083691102,"4808"
"NHLRC2","nhlrc2",-0.304990741710152,"374354"
"NHLRC3","nhlrc3",-0.0003960594563132,"387921"
"NHP2","nhp2",0.00162546296345382,"55651"
"NHS","nhs",0.000642287014756705,"4810"
"NHSL1","nhsl1",3.59869438132853,"57224"
"NHSL1","LOC107384613",-1.34737841299482,"57224"
"NHSL2","nhsl2",-0.185365180209222,"340527"
"NICN1","nicn1",-0.0284553595380256,"84276"
"NID1","nid1",-0.208061583680914,"4811"
"NID2","nid2",0.0709494866859708,"22795"
"NIF3L1","nif3l1",-0.00035998328427434,"60491"
"NIFK","nifk",-0.0175976119655931,"84365"
"NIM1K","nim1k",-0.0551460295187719,"167359"
"NIM1K","LOC107383581",-1.57728664599055,"167359"
"NIM1K","LOC107375064",-0.00307196240656495,"167359"
"NIM1K","LOC107373553",-0.00306837647567644,"167359"
"NIN","nin",0.0482337551146145,"51199"
"NINJ1","ninj1",-0.006410199089707,"4814"
"NINJ1","ninj2",-0.00314188118858144,"4814"
"NINL","LOC107373694",0.018381735961455,"22981"
"NINL","LOC107372629",0.425706868116574,"22981"
"NIP7","nip7",-0.0174636177593314,"51388"
"NIPA1","nipa1",0.0347028237489554,"123606"
"NIPA2","LOC107377670",-0.320668151117978,"81614"
"NIPA2","nipa2",-0.00307788114289939,"81614"
"NIPAL2","nipal2",2.69189275770142,"79815"
"NIPAL3","nipal3",-0.133112333930145,"57185"
"NIPBL","LOC107394026",0.0143448881010315,"25836"
"NIPBL","nipbl",0.0344563153953371,"25836"
"NIPSNAP1","LOC107386249",-0.106925009421946,"8508"
"NIPSNAP3B","LOC107381052",-0.00378330761967426,"55335"
"NISCH","nisch",0.926449246418186,"11188"
"NIT1","nit1",-0.456760222485116,"4817"
"NIT2","nit2",-0.0185262635875068,"56954"
"NKAIN1","nkain1",1.01769157687758,"79570"
"NKAIN2","nkain2",-0.00921309948659875,"154215"
"NKAIN4","nkain4",-0.478854038029465,"128414"
"NKAPL","nkap",-0.00345344247308687,"222698"
"NKD1","LOC107381240",1.35257040826669,"85407"
"NKD1","nkd1",0.580025656518686,"85407"
"NKIRAS1","nkiras1",-0.136469075232918,"28512"
"NKIRAS2","nkiras2",-0.144367592080293,"28511"
"NKPD1","nkpd1",0.0691214894439386,"284353"
"NKRF","nkrf",0.0247176751938673,"55922"
"NKTR","nktr",0.369885526219416,"4820"
"NKX1-1","nkx1-1",1.54810999531787,"54729"
"NKX1-1","LOC107395325",-0.00307264144732144,"54729"
"NKX1-2","nkx1-2",0.574579826798458,"390010"
"NKX2-1","LOC107378170",0.0355670136348925,"7080"
"NKX2-2","LOC107392558",0.301413002589653,"4821"
"NKX2-3","nkx2-3",-0.105622215352176,"159296"
"NKX2-3","LOC107382401",0.652697351048798,"159296"
"NKX2-4","LOC107392557",0.0955429855867852,"644524"
"NKX2-5","nkx2-5",0.304949441969171,"1482"
"NKX2-8","nkx2-8",-0.167281249152211,"26257"
"NKX3-2","nkx3-2",-0.188258520704827,"579"
"NKX3-2","LOC107375581",-0.190887381714029,"579"
"NKX6-1","nkx6-1",0.0477158853778341,"4825"
"NKX6-2","nkx6-2",7.86955505583946,"84504"
"NLE1","nle1",0.00436970862138341,"54475"
"NLGN1","nlgn1",-0.160686812895741,"22871"
"NLGN2","nlgn2",-0.0952348737490444,"57555"
"NLGN3","nlgn3",-0.00303643249607397,"54413"
"NLGN3","LOC107386527",-0.0714254754117441,"54413"
"NLGN4X","nlgn4x",0.761866893989335,"57502"
"NLGN4X","LOC107390139",-0.00305359695040727,"57502"
"NLK","LOC107394986",0.0148195184523765,"51701"
"NLK","LOC107374245",0.146054770253543,"51701"
"NLK","LOC107372837",0.190432013877888,"51701"
"NLRC3","LOC107381018",-0.574318781347508,"197358"
"NLRC3","LOC107373135",-0.201205023422647,"197358"
"NLRC3","LOC107376971",-0.012431325113078,"197358"
"NLRC3","LOC107387743",-2.3826649077301,"197358"
"NLRC3","LOC107396890",-0.0236413237829588,"197358"
"NLRC3","LOC107374804",-0.0077397030925149,"197358"
"NLRC3","LOC107381019",-0.162059744919443,"197358"
"NLRC3","LOC107382358",-0.208304756016767,"197358"
"NLRC3","LOC107374044",0.822954145106411,"197358"
"NLRC3","LOC107380461",0.0148679952256952,"197358"
"NLRC3","LOC107394040",-1.26113847600998,"197358"
"NLRC3","LOC107390574",0.430696163024196,"197358"
"NLRC3","LOC107377085",-0.139977058848549,"197358"
"NLRC3","LOC107380983",-0.0074231365967933,"197358"
"NLRC3","LOC107374340",-0.20450349899516,"197358"
"NLRC3","LOC107390555",-0.00412145212463121,"197358"
"NLRC3","LOC107382032",-0.00305694599250169,"197358"
"NLRC3","LOC107373330",3.6092762467533,"197358"
"NLRC3","LOC107386514",-0.0975361492992639,"197358"
"NLRC3","nlrc3",1.42328149420149,"197358"
"NLRC3","LOC107373957",-0.00828728646053817,"197358"
"NLRC5","nlrc5",-0.144848045817389,"84166"
"NLRP1","LOC107396345",0.00655433943393544,"22861"
"NLRP1","LOC107383160",0.0689847541950194,"22861"
"NLRP1","LOC107380041",0.0664452532528608,"22861"
"NLRP12","LOC107391017",0.413098292589802,"91662"
"NLRP12","LOC107373477",0.0133831198893587,"91662"
"NLRP12","LOC107374641",0.000616303465054445,"91662"
"NLRP12","LOC107373486",0.00991342983284194,"91662"
"NLRX1","LOC107396354",-0.179360031264991,"79671"
"NLRX1","nlrx1",-0.671588749912631,"79671"
